gaia_dr3_id,log_bf_PR,log_bf_PR_std,period,period_std,ra,dec,bp_rp,mean_mag_g_fov,quaia_unwise_id,CatNorth_CATWISE2020_id,CatNorth_PS1_id,AllWISE,AllWISE_R90_id,AllWISE_C75_id,Milliquas_v65_id,SDSS_DR14Q_id,LQAC_v5,Gaia_unWISE_id
6513535710766326784,3.662358184747056,2.0119250450816826,616.563415814421,12.779582601927574,342.29310104342085,-51.10334117819818,0.7795296,19.95718,3433m515o0020149,,,,J224910.35-510612.3,J224910.35-510612.3,,,,3433m515o0020149
6518727364154012032,3.8994144544596105,2.2050202739817477,558.9989038526893,18.467040968253016,336.4758167429873,-46.65444395501861,0.40206146,20.051292,3360m470o0019123,,,,J222554.15-463916.1,J222554.15-463916.1,,,,3360m470o0019123
6527271913831664128,3.3906185968731375,2.0661209327964007,339.95859510740905,4.936031895770163,348.49116620630195,-47.83277492058536,0.6082306,20.367107,3487m485o0027164,,,,J231357.87-474957.9,J231357.87-474957.9,,,,3487m485o0027164
765302359705657216,3.0469055610834914,0.7322059476518012,310.57838675690044,8.517205693055006,169.4462604095642,40.49466431277714,1.0073338,20.640676,,1701p408_b0-007918,156591694463104164,,,,SDSS J111747.09+402940.7,111747.09+402940.7,LQAC_169+040_077,
1472639488597223040,3.5500679745024817,1.4397530835031058,465.15825530755154,12.150238249971494,204.8408799228002,38.15501115824045,0.7755394,20.681837,,2046p378_b0-008172,153782048408866675,,J133921.81+380917.9,J133921.81+380917.9,SDSS J133921.80+380918.0,,,2046p378o0019357
6594828858880270976,3.5146424033973753,1.5033463154505364,479.9761889744086,15.624489124637236,336.28130662554366,-38.32773304558111,0.50058556,19.72474,3372m379o0005395,,,,J222507.52-381940.1,J222507.52-381940.1,,,,3372m379o0005395
6599094105002189440,3.382145617611908,1.636525529084882,528.1874802213324,12.30697022538532,334.1439078759284,-35.78974627895165,0.3258705,20.605099,,,,,J221634.52-354722.4,J221634.52-354722.4,,,,3338m364o0021288
6613330031802466816,3.475278721210382,0.9995683889359835,580.1928652891506,10.715968377680136,330.7991402378049,-31.572434705126657,0.63271904,20.3267,3300m319o0016050,3300m319_b0-016699,70113307990443384,,,,2QZ J220311.8-313421,,LQAC_330-031_040,3300m319o0016050
6619160746259915264,3.7807652980140083,1.8929710113866274,526.0983634770034,9.166359880258584,333.3953381805657,-26.08341865762961,0.5810547,19.96725,3333m258o0006822,3333m258_b0-007188,76703333952680233,,J221334.89-260459.8,J221334.89-260459.8,,,,3333m258o0006822
6645696630467396864,3.119957281003281,1.5451603029005865,579.9463308591705,10.03866950346014,295.0365883641802,-52.25199818998603,0.44651031,18.952234,2958m531o0034874,,,J194008.78-521507.1,J194008.78-521507.1,J194008.78-521507.1,WISEA J194008.78-521507.1,,,2958m531o0034874
6678495096684130176,3.342650656305821,1.8363511112073208,495.5691733388699,23.331645966775017,312.55059833599137,-40.25783950157463,0.583395,20.120028,,,,,,,,,,3125m409o0037051
6795527732820577920,3.056227034103992,1.482479514993529,554.720090060289,7.99796602709261,312.7105825955882,-29.0661045892023,0.6040802,19.215708,3120m288o0009103,3120m288_b0-008178,73123127105221004,,J205050.53-290358.0,J205050.53-290358.0,,,,3120m288o0009103
6802710021946319488,3.5935241888492895,1.374577285311496,347.126007579698,8.125382283900892,317.6123508788006,-26.93185365009252,0.66804886,20.191078,3177m273o0018069,3177m273_b0-021767,75683176123232142,,J211026.99-265555.1,J211026.99-265555.1,,,,3177m273o0018069
6814906590899646208,4.736014676746701,3.0836542760976906,577.6205654165863,6.347836361549476,324.26365442317916,-24.354187809476148,0.71284866,19.60819,3236m243o0010907,3236m243_b0-006243,78773242635785265,,J213703.26-242115.3,J213703.26-242115.3,,,,3236m243o0010907
6840272873908231808,4.1253185106914465,2.4217643155868966,501.73005238606595,12.169548432313329,327.649386623766,-14.182670264462113,0.76470375,19.502203,3274m137o0003565,3274m137_b0-004746,90983276492971167,,J215035.83-141057.7,J215035.83-141057.7,,,,3274m137o0003565
6907970732542794496,3.373430557753299,1.1960842325950265,620.077875947219,13.860933419634609,309.67379508546634,-6.876393188284768,0.4889698,20.238256,3096m076o0033100,3096m076_b0-032664,99743096738178729,,J203841.68-065235.3,J203841.68-065235.3,SDSS J203841.71-065235.0,,,3096m076o0033100
813127194208610688,3.2208225826494528,1.5869104433667263,484.32172590953604,7.6625121619234555,144.01323359524233,40.34220589084957,0.5668068,19.704664,1443p408o0003671,1443p408_b0-005234,156411440132391348,,J093603.21+402031.5,J093603.21+402031.5,SDSS J093603.17+402031.9,,,1443p408o0003671
865345440953449728,3.4147825892801804,0.7291714610153117,501.33713636960914,15.136954354732028,113.42136917395068,21.369611396796834,0.6987419,19.387678,1130p212o0018941,1130p212_b0-005264,133641134213634077,,J073341.13+212210.4,J073341.13+212210.4,SDSS J073341.12+212210.6,,,1130p212o0018941
906874647970126848,3.3374351758940786,1.6860352234624356,485.9872642665764,14.990296825781165,119.10504147429243,36.65375033404336,0.72065926,20.370865,1193p363o0029734,1193p363_b0-018782,151981191050255193,,,J075625.16+363913.5,SDSS J075625.20+363913.5,,,1193p363o0029734
966808751922894208,3.1823375829051472,1.3770361704317116,524.1767699174269,15.885098918371096,101.86107364832992,48.16646693714504,0.57580376,20.181824,1012p484o0010928,1012p484_b0-011422,165801018611100335,,J064726.65+480959.2,J064726.65+480959.2,,,,1012p484o0010928
1010071510817788288,3.0889607191980986,1.3222073700630845,593.1133158213319,13.793723287562662,133.5626122259589,44.88660363561087,0.470541,19.655903,1342p454o0027118,1342p454_b0-015641,161861335626654490,,,,SDSS J085415.02+445311.7,085415.02+445311.7,LQAC_133+044_062,1342p454o0027118
1045978781737090432,3.898071778467301,1.9022502534643702,443.5639494616573,8.486136645642892,148.5781274768262,56.11170642072114,0.2867298,20.39473,1493p560o0015595,1493p560_b0-008461,175331485781424745,,,,,,,1493p560o0015595
1158173493696019840,3.250254847720548,1.7537979545098006,497.98053697321546,12.083073674195855,224.89661685504274,4.707686801061232,0.76913834,19.665512,2248p045o0016547,2248p045_b0-006842,113642248966199674,,,,SDSS J145935.18+044227.7,145935.18+044227.7,LQAC_224+004_037,2248p045o0016547
1169314849316182656,3.476678108409183,2.0273278317441834,294.24714986573673,4.983275017119862,232.32190496640956,11.60534650861144,0.6986389,20.006943,2317p121o0004995,2317p121_b0-003731,121922323219697007,,J152917.25+113619.2,J152917.25+113619.2,SDSS J152917.25+113619.2,,,2317p121o0004995
1176831450105591936,3.29659067562188,1.3985073801506744,239.14685760446048,6.042487635559806,215.68215070181657,9.879862763951213,0.73994255,19.835106,2153p106o0001169,2153p106_b0-009392,119852156821666323,,J142243.70+095248.0,J142243.70+095248.0,SDSS J142243.71+095247.5,142243.71+095247.5,LQAC_215+009_012,2153p106o0001169
316429379070714880,3.3956586303585476,1.677211050982687,525.6497966921223,14.075373678024775,21.642837684792546,32.194698327615406,0.7484684,20.091314,0211p318o0021191,0211p318_b0-005292,146630216427984172,J012634.29+321140.9,J012634.29+321140.9,J012634.29+321140.9,SDSS J012634.27+321140.9,,,0211p318o0021191
1516618854196079232,3.546544989248414,2.04072818094352,619.5903061102381,12.07948568411186,192.57158388304137,34.77464935831436,0.5448437,19.670166,1918p348o0011913,1918p348_b0-002797,149731925715820210,J125017.17+344628.8,J125017.17+344628.8,J125017.17+344628.8,SDSS J125017.18+344628.7,,,1918p348o0011913
1543792150205554688,3.507609419531917,1.5406823079647503,603.9650275283753,16.257459789776515,189.35785453315145,48.0393402917169,0.33466148,20.586203,,1889p484_b0-031619,165641893578957934,,,,SDSS J123725.87+480221.6,123725.87+480221.6,LQAC_189+048_026,1889p484o0006579
1555538885759774976,3.1258810339718486,1.7545260602596087,630.1523063934026,17.952678555520404,195.5326865430983,49.08144828731724,0.47180748,20.612127,,1957p484_b0-007602,166891955327548351,,J130207.85+490453.3,J130207.85+490453.3,SDSS J130207.84+490453.2,130207.84+490453.2,LQAC_195+049_057,1957p484o0026621
1590271255490518528,3.2215790276399336,1.3235404336488392,595.822930170285,18.312955118284574,221.39165863391847,47.2692053075538,0.7261257,20.3421,2203p469o0021109,2203p469_b0-016399,164722213916203777,,J144533.99+471609.8,J144533.99+471609.8,SDSS J144533.99+471609.2,144533.99+471609.2,LQAC_221+047_054,2203p469o0021109
1235637833083981696,3.8802900234197946,2.039113177093824,434.3601633546361,9.443500738103142,217.60656414922028,17.753184406067337,0.50369453,19.926008,2172p181o0027376,2172p181_b0-015550,129302176065524322,,,,SDSS J143025.57+174511.3,143025.57+174511.3,LQAC_217+017_033,2172p181o0027376
1654354950685665024,3.6682025286589344,1.9880827253252478,479.74406186363433,8.804423451010946,241.85077325343178,72.73455872394793,0.7677841,19.404844,2432p726o0019438,2432p726_b0-009139,195282418509082283,J160724.19+724404.4,J160724.19+724404.4,J160724.19+724404.4,WISEA J160724.19+724404.4,,,2432p726o0019438
1671482563003627008,4.021384732651654,2.5809132231508447,503.24003598548927,9.574155495039308,210.97874060568557,65.67423422378593,0.7327862,20.147417,2097p651o0027398,2097p651_b0-003854,186802109783309686,,J140354.87+654027.2,J140354.87+654027.2,,,,2097p651o0027398
1694224002518759808,5.462683356761704,3.6536152509772486,448.57154673965715,10.53503037659804,226.1404345093465,69.17782949951128,0.77542686,19.323778,2260p696o0006989,2260p696_b0-006819,191012261402754090,J150433.68+691040.2,J150433.68+691040.2,J150433.68+691040.2,WISEA J150433.68+691040.2,,,2260p696o0006989
1704966089387025280,3.2955987931286854,1.808857735661271,442.4653375354024,11.917169837003618,250.87375759819128,76.57386741722257,0.6798496,19.935804,2507p772o0002898,2507p772_b0-011391,199882508737899409,,J164329.73+763425.4,J164329.73+763425.4,SDSS J164329.70+763426.1,,,2507p772o0002898
1245164448504095360,3.1437355366044697,1.6301193753861354,564.3856288011156,10.030816947987072,208.30422997585413,18.909223871532543,0.94846916,18.31296,2077p181o0024235,2077p181_b0-001426,130692083041621577,J135312.98+185433.2,J135312.98+185433.2,J135312.98+185433.2,SDSS J135313.01+185433.2,135313.01+185433.2,LQAC_208+018_007,2077p181o0024235
1719184595805692160,3.143198007026693,1.5835572737419898,556.2040155234587,23.61312374633953,198.16452527847963,81.76682368699893,1.011301,20.50173,,1945p817_b0-002686,206121981643111038,J131239.52+814600.5,J131239.52+814600.5,J131239.52+814600.5,WISEA J131239.52+814600.5,,,1945p817o0017436
1774891214982860544,3.310324233244891,1.962332546249649,567.561214898173,12.868753162710737,332.44144813227433,16.375400823147,0.5172062,19.51894,3317p166o0009828,3317p166_b0-006090,127653324414000998,,J220945.95+162231.3,J220945.95+162231.3,SDSS J220945.95+162231.4,,,3317p166o0009828
1878822276721369600,3.579199122789261,1.8831857723136936,269.34491922409165,3.74045620269809,337.1208139318091,24.96986004018505,0.7183666,19.647453,3366p257o0000155,3368p242_b0-014761,137963371208794316,,J222829.02+245811.3,J222829.02+245811.3,SDSS J222828.99+245811.5,222828.99+245811.5,LQAC_337+024_016,3366p257o0000155
1934079848482630912,3.132428512381083,0.9344343370187299,443.50912788530155,12.124683651259602,340.9257147100977,43.62258506376419,0.42783165,20.479643,3412p439o0013647,3412p439_b0-025244,160343409257207746,J224342.20+433721.1,,,,,,3412p439o0013647
2149768295724181888,3.7763056828089363,1.80186506586838,551.6264462156565,12.311200977414229,271.80963705867555,54.544237507219925,0.7743492,19.957182,2706p545o0043764,2706p545_b0-018269,173452718096023764,J180714.32+543239.0,J180714.32+543239.0,J180714.32+543239.0,WISEA J180714.32+543239.0,,,2706p545o0043764
2237414048365926528,4.468185058516302,2.042317542091469,671.4798077891389,12.303259243588148,300.18305565263114,60.58724128629725,0.6580181,19.384209,3000p605o0023960,3000p605_b0-021110,180703001830025366,J200043.93+603513.8,J200043.93+603513.8,J200043.93+603513.8,WISEA J200043.93+603513.8,,,3000p605o0023960
2297645875152068224,3.2232218285832603,1.3881536423800425,530.1846116354685,13.49340388751665,326.47709377452736,81.29216336872831,0.7251587,20.244814,3308p817o0008518,3308p817_b0-007051,205553264767881363,J214554.54+811731.7,J214554.54+811731.7,J214554.54+811731.7,WISEA J214554.54+811731.7,,,3308p817o0008518
2298676667301822464,3.133943113539761,1.5621066788258613,498.46964095634956,19.6005214078635,320.7132751491176,82.26085722551801,0.6227665,20.212112,3210p817o0057434,3210p817_b0-024946,206713207131333829,,J212251.18+821539.2,J212251.18+821539.2,,,,3210p817o0057434
